7.114996082106506137e-02,-7.864388602093681513e-01,-1.909109743596681952e+00,4.694990854882144404e+00,-7.576373802694734705e-01,2.487835375408128158e+00,1.408340488961134840e+00,-2.069437277528078933e-01,-8.953494405428017444e-01,8.718289436161559269e-01,-3.120855134131167219e+00,2.949175569799732166e+00,3.776303722179875422e+00,-7.510716784388602463e-01,1.489365869599990067e+00,-6.822132656229300540e-01,2.877566073111065048e+00,1.087385119786377086e-02,-2.484170050283698306e+00,6.004902573342228322e+00
5.070981363766213779e-01,-4.656630353759150243e-02,-4.899488250096540654e+00,-8.018503047104900361e+00,-1.871407350757725574e+00,8.573380685028202386e-01,-2.835333577452002984e+00,-5.661258086088746033e+00,2.344890801479700748e+00,5.091681005854423958e+00,2.325216572030706530e+00,4.642375547631468757e-01,-3.245479713372342090e+00,3.576779635162827820e-01,-6.197872869940525220e+00,2.157300449959706601e+00,8.535235057202131159e+00,9.095926860367065103e-02,-1.525503660494060387e+00,6.083964445580129166e+00
-2.855889389667638945e+00,-8.366719353944566118e-01,3.294277848238351680e-01,-2.140509564620090899e+00,4.621931978136181174e-01,-2.505505728578376612e+00,4.562453166961315532e-01,-1.579645235251710966e+00,2.535921627722548699e+00,2.728451496569798129e-01,3.118180825114970300e+00,-8.442552496427468967e-01,6.393459759638181694e+00,-1.035165671152768585e+00,-6.318766283826420249e-01,3.825867776890061744e-01,7.738614048639737009e-01,4.272346075957971223e+00,4.082960842948851976e+00,1.055533007521646471e+00
1.185163627160582767e+00,-3.198823760042367681e+00,6.095840910324312745e-01,3.272409194698745694e+00,-3.092582025017788006e+00,-1.519288214061281117e+00,9.766980845494699359e-02,3.277168830161547586e-01,3.603454935501100298e+00,-2.363087301964273745e+00,5.560062792264470755e-01,-6.003100663630256406e-02,-2.336376115753290295e-01,2.645170327373957520e+00,-6.408509279982903539e-01,1.991969974269792942e+00,-1.679303380507464638e+00,-2.763295646022626784e+00,1.854524545609494535e+00,-1.720642791915248715e+00
-1.425444927516591909e+00,1.915352432528069748e+00,-2.365763360673445170e+00,7.455261434733563286e-01,7.430383981040789010e-03,1.890490923924469158e+00,5.106877149371384483e+00,-3.032215249777229005e+00,-6.538924821074341143e-01,-2.982169979835085805e+00,1.129737319087099623e-01,2.431702061318569807e+00,-1.041090186936178830e+00,-4.902241277441123923e-01,-1.407354587404241020e+00,-9.472834649310040156e-01,-2.827542500588526853e-01,-3.265303433256228072e+00,2.996903254597529376e+00,-3.189630393318986901e+00
-2.842284120908965761e+00,-1.597610127761064369e+00,-1.342755228458702765e+00,-1.742527352687425646e+00,1.460178108105723460e+00,3.800533757623438813e-01,1.427168042769748402e+00,2.245523173226349645e+00,2.368385292521034025e+00,-1.290401526366617091e+00,1.861247370664280032e+00,-6.565025717984938058e-01,4.630373823856344551e+00,3.996542902775649608e+00,-6.055418474391465189e-01,-3.070629284413368687e-01,2.777840404874478253e+00,-2.014582282388417855e+00,-1.383930071905899784e+00,4.214493208637920318e+00
-8.823847867669892819e-01,1.210337265999867018e+00,-4.715885721836052369e+00,1.700392281327040234e+00,2.734593339482102259e+00,-3.190678484063012910e+00,4.211266751400039254e+00,-7.128711607060720379e-01,9.412874297169304683e-02,-2.923821665552739368e-01,4.931377507789087566e-01,-3.050198561162906774e-01,-2.632740595413987084e+00,-2.324157550247229143e+00,-2.756790489435074321e+00,1.159741511189335661e+00,6.537217027191426943e+00,-1.285455035320498318e+00,2.422947114265225910e-01,2.300529795424892221e+00
-1.925368369440714211e+00,-4.711238850103767195e-01,-3.978271747720165674e-01,-5.305405767248834614e+00,-1.173095167938333905e+00,-3.964312525631081829e-01,9.201035175022281853e-01,-2.798261766824337471e+00,-5.131480487731407969e-01,1.686949172654167217e+00,1.020186879668699920e+00,3.077908324570705068e-01,5.976392978116216170e-01,-1.240279930009713150e+00,-6.605411887204299504e+00,-4.578006014562999937e+00,2.084690804100810979e+00,2.332125112046596893e+00,-3.068639547622745489e+00,2.893672706128554317e+00
-1.518762745732446851e+00,4.634308113373490912e-01,-9.904456273774416841e-01,1.877411213393544109e+00,6.782272520897514312e-02,2.438540662555964467e+00,5.349610187848515830e-01,-8.385937840705401936e-01,-1.993109256502872739e+00,2.913323933070881999e+00,1.548727288720781914e+00,-3.567075685727826517e+00,-1.727605111373443858e+00,-5.282316244721835474e+00,-2.651371074120264737e+00,-1.093642240410930500e+00,7.258637912946144244e-01,-1.386081449587560410e+00,-1.596477984567585606e+00,-6.295402458147680846e-02
-4.404054379723152834e+00,-3.040487431468649193e-01,1.818923887334291223e+00,-2.029730044987737791e+00,3.969597013622012671e-01,-9.376575316098103574e-01,-7.027284264566371341e-01,-1.215517025160845588e+00,5.642033838595968298e+00,2.265215262542387364e+00,8.834220125545388935e-01,-2.504397434903431030e+00,-1.376660812085569674e+00,-2.824558058974279362e+00,-1.812710822635785091e+00,-8.887400773811147126e-01,6.178890834373906848e-01,4.529349072373880958e+00,-4.477504914537259184e-01,5.366970024665080885e-01
